57,Sun Feb 13 2022,3:00p,,Box Score,@,Indiana Pacers,W,,129,120,30,27,W 1,
58,Tue Feb 15 2022,8:00p,,Box Score,,Charlotte Hornets,W,OT,126,120,31,27,W 2,
59,Wed Feb 16 2022,8:00p,,Box Score,,Toronto Raptors,L,,91,103,31,28,L 1,
60,Thu Feb 24 2022,8:00p,,Box Score,,Memphis Grizzlies,W,,119,114,32,28,W 1,
61,Fri Feb 25 2022,8:00p,,Box Score,,Philadelphia 76ers,L,,102,133,32,29,L 1,
62,Mon Feb 28 2022,7:00p,,Box Score,@,Cleveland Cavaliers,W,,127,122,33,29,W 1,
63,Tue Mar 1 2022,8:00p,,Box Score,,Golden State Warriors,W,,129,114,34,29,W 2,
64,Fri Mar 4 2022,8:00p,,Box Score,@,Oklahoma City Thunder,W,,138,101,35,29,W 3,
65,Sat Mar 5 2022,8:00p,,Box Score,,Portland Trail Blazers,W,,135,121,36,29,W 4,
66,Mon Mar 7 2022,8:00p,,Box Score,,Portland Trail Blazers,W,,124,81,37,29,W 5,
67,Wed Mar 9 2022,8:00p,,Box Score,,Oklahoma City Thunder,W,,132,102,38,29,W 6,
68,Fri Mar 11 2022,7:00p,,Box Score,@,Orlando Magic,L,,110,118,38,30,L 1,
69,Sat Mar 12 2022,8:00p,,Box Score,@,Miami Heat,W,,113,104,39,30,W 1,
70,Mon Mar 14 2022,8:30p,,Box Score,@,San Antonio Spurs,W,,149,139,40,30,W 2,
71,Wed Mar 16 2022,8:00p,,Box Score,,Los Angeles Lakers,W,,124,104,41,30,W 3,
