22,Tue Nov 30 2021,10:00p,,Box Score,,Detroit Pistons,W,,110,92,11,11,W 1,
23,Thu Dec 2 2021,10:00p,,Box Score,,San Antonio Spurs,L,,83,114,11,12,L 1,
24,Sat Dec 4 2021,10:00p,,Box Score,,Boston Celtics,L,,117,145,11,13,L 2,
25,Mon Dec 6 2021,10:00p,,Box Score,,Los Angeles Clippers,L,,90,102,11,14,L 3,
26,Wed Dec 8 2021,10:00p,,Box Score,@,Golden State Warriors,L,,94,104,11,15,L 4,
27,Sun Dec 12 2021,9:00p,,Box Score,,Minnesota Timberwolves,L,,111,116,11,16,L 5,
28,Tue Dec 14 2021,10:00p,,Box Score,,Phoenix Suns,L,OT,107,111,11,17,L 6,
29,Wed Dec 15 2021,10:00p,,Box Score,,Memphis Grizzlies,L,,103,113,11,18,L 7,
30,Fri Dec 17 2021,10:00p,,Box Score,,Charlotte Hornets,W,,125,116,12,18,W 1,
31,Sun Dec 19 2021,6:00p,,Box Score,@,Memphis Grizzlies,W,,105,100,13,18,W 2,
32,Tue Dec 21 2021,8:00p,,Box Score,@,New Orleans Pelicans,L,,97,111,13,19,L 1,
33,Mon Dec 27 2021,10:00p,,Box Score,,Dallas Mavericks,L,,117,132,13,20,L 2,
34,Wed Dec 29 2021,10:00p,,Box Score,,Utah Jazz,L,,105,120,13,21,L 3,
35,Fri Dec 31 2021,10:30p,,Box Score,@,Los Angeles Lakers,L,,106,139,13,22,L 4,
36,Mon Jan 3 2022,10:00p,,Box Score,,Atlanta Hawks,W,,136,131,14,22,W 1,
37,Wed Jan 5 2022,10:00p,,Box Score,,Miami Heat,L,,109,115,14,23,L 1,
38,Fri Jan 7 2022,10:00p,,Box Score,,Cleveland Cavaliers,L,,101,114,14,24,L 2,
39,Sun Jan 9 2022,9:00p,,Box Score,,Sacramento Kings,W,,103,88,15,24,W 1,
40,Mon Jan 10 2022,10:00p,,Box Score,,Brooklyn Nets,W,,114,108,16,24,W 2,
41,Thu Jan 13 2022,10:00p,,Box Score,@,Denver Nuggets,L,,108,140,16,25,L 1,
42,Sat Jan 15 2022,7:00p,,Box Score,@,Washington Wizards,W,,115,110,17,25,W 1,
43,Mon Jan 17 2022,7:00p,,Box Score,@,Orlando Magic,W,,98,88,18,25,W 2,
44,Wed Jan 19 2022,7:30p,,Box Score,@,Miami Heat,L,,92,104,18,26,L 1,
45,Fri Jan 21 2022,7:30p,,Box Score,@,Boston Celtics,W,,109,105,19,26,W 1,
46,Sun Jan 23 2022,6:00p,,Box Score,@,Toronto Raptors,W,,114,105,20,26,W 2,
47,Tue Jan 25 2022,10:00p,,Box Score,,Minnesota Timberwolves,L,,107,109,20,27,L 1,
48,Wed Jan 26 2022,10:00p,,Box Score,,Dallas Mavericks,L,,112,132,20,28,L 2,
49,Fri Jan 28 2022,8:00p,,Box Score,@,Houston Rockets,W,,125,110,21,28,W 1,
50,Sun Jan 30 2022,3:30p,,Box Score,@,Chicago Bulls,L,,116,130,21,29,L 1,
51,Mon Jan 31 2022,8:00p,,Box Score,@,Oklahoma City Thunder,L,,81,98,21,30,L 2,
52,Wed Feb 2 2022,10:30p,,Box Score,@,Los Angeles Lakers,L,,94,99,21,31,L 3,
53,Fri Feb 4 2022,10:00p,,Box Score,,Oklahoma City Thunder,L,,93,96,21,32,L 4,
54,Sat Feb 5 2022,10:00p,,Box Score,,Milwaukee Bucks,L,,108,137,21,33,L 5,
55,Tue Feb 8 2022,10:00p,,Box Score,,Orlando Magic,L,,95,113,21,34,L 6,
56,Wed Feb 9 2022,10:00p,,Box Score,,Los Angeles Lakers,W,,107,105,22,34,W 1,
57,Sat Feb 12 2022,5:00p,,Box Score,,New York Knicks,W,,112,103,23,34,W 2,
58,Mon Feb 14 2022,8:00p,,Box Score,@,Milwaukee Bucks,W,,122,107,24,34,W 3,
59,Wed Feb 16 2022,8:00p,,Box Score,@,Memphis Grizzlies,W,,123,119,25,34,W 4,
60,Thu Feb 24 2022,10:00p,,Box Score,,Golden State Warriors,L,,95,132,25,35,L 1,
61,Sun Feb 27 2022,9:00p,,Box Score,,Denver Nuggets,L,,92,124,25,36,L 2,
62,Wed Mar 2 2022,10:00p,,Box Score,@,Phoenix Suns,L,,90,120,25,37,L 3,
63,Sat Mar 5 2022,8:00p,,Box Score,@,Minnesota Timberwolves,L,,121,135,25,38,L 4,
64,Mon Mar 7 2022,8:00p,,Box Score,@,Minnesota Timberwolves,L,,81,124,25,39,L 5,
65,Wed Mar 9 2022,10:00p,,Box Score,@,Utah Jazz,L,,85,123,25,40,L 6,
66,Sat Mar 12 2022,10:00p,,Box Score,,Washington Wizards,W,,127,118,26,40,W 1,
67,Mon Mar 14 2022,7:30p,,Box Score,@,Atlanta Hawks,L,,113,122,26,41,L 1,
68,Wed Mar 16 2022,7:30p,,Box Score,@,New York Knicks,L,,98,128,26,42,L 2,
